CustomerID,Age,Gender,Tenure,MonthlyCharges,NumProducts,HasInternetService,HasSupportPlan,ContractType,PaymentMethod,SatisfactionScore,NumComplaints,TotalCharges,Churn
1260,45.0,Male,60,95.71,2,1,1,Two Year,Electronic Check,1.0,1.0,5720.375048589489,0
1261,46.0,Male,43,115.26,4,1,1,One Year,Credit Card,5.0,0.0,4976.465959818962,0
1262,20.0,Female,68,110.78,1,1,1,One Year,Electronic Check,1.0,0.0,7523.429119984867,0
1263,37.0,Male,5,92.43,1,1,1,One Year,Credit Card,4.0,0.0,462.15000000000003,0
1264,53.0,Male,37,94.92,3,1,0,Month-to-Month,Credit Card,5.0,1.0,3469.552933392004,0
1265,36.0,Male,31,34.59,4,1,1,Two Year,Mailed Check,5.0,3.0,1068.4323675695948,1
1266,43.0,Female,9,30.28,3,1,1,Month-to-Month,Credit Card,2.0,4.0,240.46618672796404,1
1267,20.0,Female,51,77.09,1,1,1,Month-to-Month,Credit Card,4.0,0.0,3841.391667965266,0
1268,36.0,Female,29,21.84,1,1,1,Month-to-Month,Mailed Check,4.0,0.0,657.4578893623843,0
1269,37.0,Female,40,68.24,4,1,1,One Year,Electronic Check,5.0,1.0,2667.911357922222,0
1270,49.0,Female,41,41.03,1,0,1,One Year,Bank Transfer,4.0,0.0,1673.9929534947948,0
1271,24.0,Female,11,54.6,3,0,0,Two Year,Bank Transfer,5.0,1.0,646.9034122913956,0
1272,45.0,Female,23,97.58,3,1,1,Month-to-Month,Bank Transfer,2.0,0.0,2169.4493271729784,0
1273,58.0,Male,1,114.12,2,1,1,Month-to-Month,Electronic Check,5.0,1.0,114.12,0
1274,50.0,Male,46,27.24,2,1,0,Month-to-Month,Credit Card,4.0,1.0,1238.0493271515668,0
1275,57.0,Male,21,73.42,2,1,1,Month-to-Month,Bank Transfer,4.0,2.0,1493.4938299536468,1
1276,56.0,Male,36,108.25,1,1,0,One Year,Electronic Check,5.0,1.0,3998.1461644443034,0
1277,35.0,Male,54,28.25,3,1,1,Month-to-Month,Credit Card,5.0,4.0,1525.4721852122582,0
1278,57.0,Male,57,102.45,2,1,1,Month-to-Month,Mailed Check,5.0,0.0,5811.245355521163,0
1279,18.0,Male,1,55.78,3,1,1,Month-to-Month,Bank Transfer,3.0,1.0,16.769353881679912,1
1280,28.0,Female,63,52.21,1,1,1,Month-to-Month,Credit Card,4.0,3.0,3333.288123421835,0
1281,45.0,Female,54,117.75,4,1,1,Month-to-Month,Bank Transfer,4.0,1.0,6327.8971886768295,0
1282,42.0,Male,55,40.09,2,1,0,Month-to-Month,Bank Transfer,3.0,0.0,2242.7759049270517,0
1283,67.0,Male,40,89.32,1,1,1,One Year,Bank Transfer,5.0,1.0,3572.6760084438415,0
1284,40.0,Female,15,102.14,1,1,1,Two Year,Credit Card,2.0,2.0,1587.9094032216924,0
1285,48.0,Male,21,24.12,3,0,0,One Year,Electronic Check,5.0,1.0,454.39302762585584,0
1286,47.0,Male,47,87.04,3,1,0,Two Year,Credit Card,5.0,0.0,4045.7268380451997,0
1287,59.0,Female,53,115.15,3,1,0,Month-to-Month,Bank Transfer,3.0,4.0,6088.899734298498,1
1288,52.0,Male,9,32.42,1,1,0,One Year,Credit Card,4.0,0.0,281.87667512376123,0
1289,24.0,Female,52,109.62,1,1,1,Two Year,Mailed Check,5.0,1.0,5682.512148565149,0
1290,33.0,Male,57,79.48,2,1,1,Month-to-Month,Electronic Check,4.0,0.0,4661.932020271326,0
1291,43.0,Female,26,81.66,2,1,0,Two Year,Credit Card,1.0,0.0,2226.322350217595,0
1292,65.0,Female,41,81.29,2,1,1,Month-to-Month,Mailed Check,4.0,2.0,3347.8427537410525,1
1293,69.0,Female,35,49.88,4,0,0,Month-to-Month,Electronic Check,2.0,2.0,1766.6486037025231,1
1294,66.0,Male,63,113.52,4,1,1,Month-to-Month,Mailed Check,2.0,0.0,7151.759999999999,0
1295,19.0,Female,25,114.74,4,1,1,One Year,Electronic Check,5.0,1.0,2816.0087233240934,0
1296,18.0,Male,38,82.53,3,1,0,One Year,Credit Card,4.0,1.0,3127.036387972237,0
1297,65.0,Male,2,98.34,2,1,1,One Year,Mailed Check,5.0,1.0,235.2358875731027,0
1298,29.0,Male,7,81.23,2,1,1,Month-to-Month,Bank Transfer,3.0,4.0,633.8913380784005,0
1299,22.0,Male,34,68.44,2,1,0,Month-to-Month,Mailed Check,2.0,0.0,2376.7454210261353,0
1300,54.0,Female,17,86.08,3,1,0,Month-to-Month,Electronic Check,5.0,1.0,1387.8712853422894,1
1301,49.0,Female,43,75.3,1,0,1,Month-to-Month,Credit Card,3.0,1.0,3223.4386160923145,0
1302,26.0,Male,59,79.75,2,1,1,Two Year,Electronic Check,5.0,1.0,4631.8066217567,0
1303,58.0,Male,51,98.38,1,0,1,Month-to-Month,Mailed Check,4.0,2.0,5075.822177870136,0
1304,52.0,Female,54,68.09,2,1,1,Two Year,Mailed Check,4.0,1.0,3656.2407802599837,0
1305,36.0,Male,24,24.08,3,1,1,Two Year,Bank Transfer,4.0,2.0,575.5644942184483,0
1306,65.0,Female,25,36.4,3,0,1,Month-to-Month,Credit Card,4.0,1.0,934.0025134002501,0
1307,33.0,Male,71,63.86,1,1,1,One Year,Credit Card,1.0,0.0,4672.366995990596,1
1308,20.0,Male,52,92.48,4,1,1,Month-to-Month,Mailed Check,3.0,1.0,4822.373746989477,0
1309,37.0,Female,70,79.33,3,1,0,Month-to-Month,Credit Card,3.0,2.0,5553.099999999999,0
1310,41.0,Male,33,85.03,1,1,1,Month-to-Month,Bank Transfer,4.0,1.0,2743.9378939398184,1
1311,50.0,Female,49,67.93,1,1,1,One Year,Electronic Check,1.0,1.0,3401.5019724251556,0
1312,41.0,Male,29,81.57,1,1,0,Month-to-Month,Credit Card,4.0,0.0,2356.448176785146,0
1313,69.0,Male,63,52.9,1,1,1,One Year,Mailed Check,1.0,0.0,3415.557123246385,0
1314,28.0,Male,22,67.02,4,1,0,One Year,Electronic Check,4.0,2.0,1529.720655647436,0
1315,66.0,Female,26,94.43,2,1,1,Month-to-Month,Electronic Check,2.0,2.0,2432.032194869577,0
1316,25.0,Male,28,107.18,3,1,1,One Year,Bank Transfer,2.0,0.0,2931.4261909572047,1
1317,53.0,Male,49,63.37,2,1,0,One Year,Mailed Check,5.0,2.0,3118.75845586018,0
1318,55.0,Male,71,24.37,1,0,0,Month-to-Month,Credit Card,4.0,4.0,1699.52482356142,1
1319,57.0,Male,49,36.17,2,1,1,Month-to-Month,Mailed Check,3.0,0.0,1774.2972921228154,0
1320,37.0,Female,20,22.09,1,1,1,One Year,Electronic Check,5.0,0.0,494.2524803427169,0
1321,52.0,Female,63,85.33,2,0,0,Month-to-Month,Mailed Check,2.0,1.0,5293.110894218758,0
1322,65.0,Male,61,53.23,4,1,1,One Year,Credit Card,4.0,1.0,3260.2606922034106,0
1323,42.0,Female,49,74.25,2,1,0,Month-to-Month,Credit Card,5.0,0.0,3676.229809544287,0
1324,52.0,Male,71,69.33,2,1,1,Month-to-Month,Bank Transfer,4.0,1.0,4962.835528087803,0
1325,42.0,Male,1,28.15,1,1,1,Month-to-Month,Credit Card,2.0,0.0,-40.02710855937115,0
1326,46.0,Male,13,60.33,1,1,1,Month-to-Month,Credit Card,5.0,1.0,805.2568234886982,0
1327,35.0,Female,51,42.06,1,0,1,One Year,Mailed Check,2.0,0.0,2205.2368290953345,0
1328,63.0,Female,56,61.84,2,1,1,Month-to-Month,Mailed Check,1.0,0.0,3480.201689920004,0
1329,35.0,Female,62,40.36,1,1,1,One Year,Electronic Check,2.0,2.0,2496.5352896945733,0
1330,19.0,Female,32,104.05,2,1,0,Two Year,Bank Transfer,4.0,3.0,3386.580647028672,1
1331,52.0,Female,30,37.42,2,1,0,One Year,Mailed Check,3.0,3.0,1087.8840594780586,0
1332,33.0,Female,29,116.08,2,1,0,One Year,Credit Card,2.0,2.0,3289.8283545898366,1
1333,58.0,Female,49,61.59,1,1,1,Month-to-Month,Electronic Check,3.0,2.0,3007.8801092534536,0
1334,53.0,Female,45,104.62,1,1,0,Month-to-Month,Mailed Check,1.0,1.0,4734.6522595852,0
1335,50.0,Female,30,82.88,4,1,1,One Year,Bank Transfer,5.0,0.0,2538.3468380718214,0
1336,21.0,Male,16,93.54,3,1,1,Month-to-Month,Bank Transfer,5.0,1.0,1523.1651287083967,0
1337,50.0,Female,40,96.77,2,1,0,One Year,Electronic Check,3.0,0.0,3912.5910534362424,0
1338,31.0,Female,19,70.48,1,1,1,Month-to-Month,Electronic Check,5.0,0.0,1391.3855715051982,0
1339,38.0,Female,18,74.33,4,1,1,One Year,Electronic Check,2.0,1.0,1320.9711496850946,0
1340,65.0,Female,1,71.4,3,0,1,Two Year,Electronic Check,3.0,0.0,64.0030349046205,1
1341,37.0,Female,47,78.81,2,0,1,Two Year,Electronic Check,4.0,4.0,3768.428389657494,0
1342,25.0,Female,66,22.94,3,0,1,One Year,Credit Card,2.0,1.0,1453.5321487884657,1
1343,45.0,Female,38,59.55,1,0,1,One Year,Credit Card,2.0,1.0,2284.356643076115,0
1344,20.0,Female,51,80.62,2,1,0,One Year,Mailed Check,2.0,1.0,4075.784558554149,1
1345,34.0,Female,63,79.77,2,1,1,One Year,Bank Transfer,4.0,2.0,5080.523080161548,0
1346,50.0,Female,4,99.3,1,1,1,Month-to-Month,Credit Card,1.0,1.0,396.303225971243,1
1347,65.0,Female,1,85.5,4,1,0,Month-to-Month,Credit Card,5.0,4.0,85.8796967689062,1
1348,29.0,Male,8,119.21,3,1,1,Month-to-Month,Credit Card,3.0,2.0,1040.1239943698342,1
1349,68.0,Male,29,48.39,2,1,0,Two Year,Mailed Check,1.0,2.0,1349.5078610275677,0
1350,39.0,Female,55,55.92,1,1,1,Month-to-Month,Electronic Check,3.0,1.0,3086.3909736609303,0
1351,39.0,Female,3,58.38,1,1,0,One Year,Mailed Check,5.0,2.0,166.13369344510897,0
1352,63.0,Male,32,66.58,2,1,1,One Year,Bank Transfer,4.0,2.0,2157.1805658021517,0
1353,47.0,Female,10,103.6,3,0,1,One Year,Bank Transfer,2.0,2.0,1036.0,1
1354,55.0,Male,34,43.58,1,1,1,One Year,Bank Transfer,2.0,0.0,1451.457924503741,0
1355,55.0,Male,55,97.6,2,1,1,Month-to-Month,Bank Transfer,4.0,1.0,5308.1301143822975,0
1356,62.0,Male,32,60.53,3,1,0,One Year,Credit Card,1.0,1.0,1896.4936287158998,0
1357,68.0,Male,50,80.19,1,1,1,Two Year,Credit Card,1.0,1.0,3997.859095888954,0
1358,25.0,Male,7,83.25,3,1,0,Month-to-Month,Mailed Check,3.0,1.0,585.9615416851664,0
1359,44.0,Female,8,57.28,1,1,1,Month-to-Month,Electronic Check,4.0,2.0,463.9664397893291,0
1360,44.0,Male,65,71.26,4,0,1,One Year,Bank Transfer,1.0,0.0,4722.0330475587725,0
1361,51.0,Female,57,61.3,2,1,1,Two Year,Mailed Check,4.0,0.0,3575.341952232742,0
1362,38.0,Female,67,26.91,1,1,1,Month-to-Month,Credit Card,5.0,0.0,1868.1173244533481,0
1363,47.0,Male,59,63.72,2,1,1,One Year,Credit Card,2.0,1.0,3885.201931830867,0
1364,50.0,Male,54,29.74,2,0,1,Two Year,Electronic Check,2.0,1.0,1647.1649228331314,1
1365,45.0,Female,67,60.5,3,1,1,Month-to-Month,Electronic Check,2.0,1.0,4108.917754175632,0
1366,64.0,Male,51,79.29,3,1,1,Two Year,Electronic Check,4.0,0.0,4084.028526094689,0
1367,50.0,Male,8,77.94,2,1,0,One Year,Mailed Check,4.0,1.0,655.5652656896893,1
1368,22.0,Female,34,86.26,1,1,0,One Year,Credit Card,3.0,0.0,2952.559826209142,0
1369,45.0,Female,35,29.53,1,1,0,One Year,Credit Card,2.0,1.0,1013.7071477542339,0
1370,36.0,Male,32,85.21,1,1,1,Month-to-Month,Electronic Check,3.0,1.0,2664.3810876081066,1
1371,21.0,Female,46,51.21,2,1,0,Month-to-Month,Bank Transfer,2.0,1.0,2349.127301551894,1
1372,52.0,Male,16,59.9,3,1,1,Month-to-Month,Electronic Check,3.0,0.0,986.6886849836031,0
1373,66.0,Male,68,105.8,2,0,0,Month-to-Month,Mailed Check,3.0,2.0,7198.013095048699,1
1374,34.0,Male,37,20.9,1,1,0,Month-to-Month,Electronic Check,5.0,1.0,720.0332152940372,1
1375,61.0,Female,54,78.84,2,0,1,Two Year,Electronic Check,3.0,1.0,4257.360000000001,0
1376,45.0,Female,14,79.87,3,1,1,Two Year,Mailed Check,4.0,0.0,1107.2798595708432,0
1377,47.0,Female,55,59.67,3,0,0,One Year,Electronic Check,3.0,1.0,3278.732267901561,0
1378,46.0,Female,48,43.7,3,1,1,Two Year,Credit Card,2.0,1.0,2122.145767446333,0
1379,63.0,Female,7,43.47,1,1,0,One Year,Bank Transfer,3.0,0.0,339.6029018455151,0
1380,23.0,Male,7,108.37,1,1,1,Month-to-Month,Electronic Check,1.0,1.0,733.5874274512724,1
1381,52.0,Male,33,64.2,3,0,1,Month-to-Month,Mailed Check,2.0,1.0,2167.6560594006255,0
1382,58.0,Male,23,53.09,3,1,0,One Year,Bank Transfer,1.0,1.0,1277.6519059834159,0
1383,54.0,Male,19,64.88,2,0,1,One Year,Mailed Check,2.0,0.0,1248.735096652427,0
1384,41.0,Female,19,86.94,3,1,1,Month-to-Month,Bank Transfer,4.0,2.0,1685.0975135976532,0
1385,46.0,Male,36,34.58,3,1,1,One Year,Bank Transfer,4.0,2.0,1244.8799999999999,0
1386,66.0,Female,29,64.94,2,1,0,Month-to-Month,Electronic Check,4.0,1.0,1828.3777675210265,0
1387,63.0,Male,60,78.79,3,1,0,One Year,Credit Card,1.0,5.0,4780.13656674909,1
1388,48.0,Female,2,114.86,2,1,1,Two Year,Electronic Check,5.0,0.0,190.21695637010234,0
1389,52.0,Female,1,45.25,2,0,0,One Year,Mailed Check,2.0,1.0,10.61491816858107,1
1390,50.0,Male,47,55.93,2,1,1,Two Year,Mailed Check,4.0,1.0,2638.524458390738,0
1391,69.0,Male,69,57.94,3,1,1,Two Year,Bank Transfer,2.0,0.0,3890.657993716266,0
1392,38.0,Male,20,80.55,3,1,1,Two Year,Bank Transfer,1.0,0.0,1619.781015411288,1
1393,49.0,Male,11,55.67,3,0,0,Two Year,Credit Card,5.0,1.0,661.4590473477901,0
1394,40.0,Female,2,73.35,1,1,0,Two Year,Electronic Check,1.0,1.0,146.7,1
1395,50.0,Male,67,98.18,3,1,1,One Year,Mailed Check,2.0,1.0,6632.510466227323,1
1396,20.0,Male,12,90.54,3,1,0,Month-to-Month,Bank Transfer,5.0,0.0,1051.5406190736273,0
1397,35.0,Female,20,64.64,3,1,0,Month-to-Month,Credit Card,5.0,0.0,1303.14308902464,0
1398,42.0,Male,5,106.42,3,1,0,One Year,Mailed Check,1.0,1.0,504.4212746497269,1
1399,59.0,Male,37,75.81,3,0,1,Month-to-Month,Bank Transfer,4.0,0.0,2833.6159242064527,0
1400,48.0,Male,38,73.99,2,0,1,Month-to-Month,Mailed Check,2.0,1.0,2862.867377808188,1
1401,20.0,Male,9,23.42,2,1,0,Two Year,Credit Card,3.0,1.0,243.1305182191249,1
1402,57.0,Male,53,118.67,1,1,0,Two Year,Credit Card,3.0,2.0,6289.310942525315,0
1403,63.0,Female,44,32.3,2,1,0,Two Year,Mailed Check,3.0,2.0,1397.4072331703285,0
1404,41.0,Male,24,43.11,2,1,1,Month-to-Month,Electronic Check,2.0,2.0,1031.1748985314441,0
1405,67.0,Male,30,25.17,3,0,1,Month-to-Month,Mailed Check,2.0,1.0,787.8985732479821,1
1406,45.0,Male,59,84.0,1,0,1,Month-to-Month,Bank Transfer,1.0,0.0,4990.513319958646,0
1407,64.0,Male,14,42.47,1,1,1,Month-to-Month,Electronic Check,2.0,0.0,622.1213291088061,1
1408,39.0,Male,9,38.0,3,1,1,Month-to-Month,Bank Transfer,4.0,0.0,342.0,0
1409,40.0,Female,40,28.86,1,1,1,Month-to-Month,Mailed Check,1.0,1.0,1153.2488770782295,0
1410,19.0,Male,66,30.33,1,1,1,Two Year,Electronic Check,4.0,3.0,1970.1085517901424,0
1411,44.0,Female,25,78.47,1,1,0,One Year,Bank Transfer,2.0,2.0,1994.9964509952913,1
1412,59.0,Female,22,88.82,1,0,0,Month-to-Month,Mailed Check,1.0,0.0,1915.7914123310702,1
1413,19.0,Male,4,59.74,1,1,0,Month-to-Month,Mailed Check,2.0,2.0,261.56268790421126,1
1414,43.0,Male,26,67.99,2,0,0,One Year,Electronic Check,1.0,0.0,1753.6306119592732,0
1415,34.0,Male,58,88.6,2,1,1,Month-to-Month,Mailed Check,2.0,0.0,5044.845190836712,1
1416,57.0,Male,29,21.74,3,1,1,Two Year,Credit Card,4.0,2.0,677.0079642943998,0
1417,50.0,Female,37,52.31,2,1,0,Month-to-Month,Bank Transfer,4.0,0.0,1935.47,0
1418,26.0,Male,70,117.31,3,1,1,Month-to-Month,Bank Transfer,2.0,1.0,8275.498864788286,1
1419,60.0,Male,18,78.01,1,1,1,Month-to-Month,Mailed Check,1.0,0.0,1320.9145460661182,0
1420,65.0,Male,42,45.42,1,1,0,Month-to-Month,Mailed Check,3.0,1.0,1893.0639344541253,0
1421,56.0,Male,41,72.17,3,1,0,One Year,Credit Card,4.0,0.0,2948.149778952007,0
1422,46.0,Male,38,54.27,1,0,1,One Year,Electronic Check,4.0,1.0,2075.7703145619157,0
1423,59.0,Male,34,73.22,2,1,1,One Year,Mailed Check,3.0,3.0,2423.22063479215,0
1424,43.0,Female,17,32.57,2,0,0,Month-to-Month,Mailed Check,2.0,0.0,580.891892838689,1
1425,52.0,Female,37,33.27,2,0,0,One Year,Mailed Check,1.0,0.0,1326.5731203140517,0
1426,45.0,Male,25,34.35,1,1,1,One Year,Mailed Check,2.0,2.0,882.4768673232766,0
1427,42.0,Male,27,113.98,2,1,0,Two Year,Bank Transfer,5.0,3.0,3082.103620091176,0
1428,41.0,Male,57,93.29,2,1,1,Month-to-Month,Mailed Check,4.0,0.0,5248.657129648732,0
1429,30.0,Female,31,36.24,1,1,1,Month-to-Month,Bank Transfer,5.0,1.0,1084.7276943221489,1
1430,24.0,Male,6,38.83,3,1,0,One Year,Mailed Check,4.0,0.0,230.18775495886135,0
1431,53.0,Female,40,93.08,3,0,1,One Year,Electronic Check,4.0,2.0,3696.7111764578585,0
1432,62.0,Male,12,35.62,4,1,1,Month-to-Month,Credit Card,5.0,2.0,478.7528213135492,0
1433,37.0,Male,53,43.46,1,1,0,Month-to-Month,Electronic Check,5.0,0.0,2330.065160048432,0
1434,18.0,Male,71,116.33,3,1,1,Month-to-Month,Mailed Check,2.0,0.0,8394.048929382348,1
1435,25.0,Male,10,45.53,2,1,1,Two Year,Mailed Check,5.0,3.0,406.25707817878543,1
1436,63.0,Female,45,86.16,2,1,1,Month-to-Month,Mailed Check,2.0,0.0,3878.8557305695863,0
1437,33.0,Female,17,117.86,1,0,0,Two Year,Electronic Check,2.0,0.0,1934.4453813732853,0
1438,31.0,Male,26,57.43,3,1,1,One Year,Mailed Check,2.0,1.0,1382.057961270484,1
1439,29.0,Male,62,21.75,1,1,1,Two Year,Electronic Check,4.0,0.0,1384.6360489726576,0
1440,68.0,Female,46,44.41,2,1,0,Two Year,Bank Transfer,4.0,1.0,2067.6907691483675,0
1441,40.0,Female,64,103.09,1,1,0,Month-to-Month,Credit Card,5.0,0.0,6555.03047826771,0
1442,32.0,Female,2,106.46,3,1,0,Two Year,Credit Card,4.0,1.0,217.57148097967115,0
1443,45.0,Female,54,96.85,3,0,1,Month-to-Month,Electronic Check,5.0,0.0,5198.436620053722,0
1444,51.0,Male,65,31.31,3,1,0,Two Year,Bank Transfer,4.0,2.0,2010.439627257836,0
1445,19.0,Female,51,99.55,1,1,0,One Year,Electronic Check,1.0,1.0,5061.035769361686,0
1446,49.0,Male,53,111.87,1,0,1,Month-to-Month,Bank Transfer,1.0,2.0,5884.2817411297865,0
1447,40.0,Female,36,80.06,2,1,0,One Year,Mailed Check,5.0,1.0,2846.327504509002,0
1448,39.0,Female,26,114.09,2,1,0,Two Year,Bank Transfer,4.0,0.0,2931.9182278027874,0
1449,68.0,Female,29,102.68,1,1,0,Month-to-Month,Bank Transfer,4.0,1.0,2977.7200000000003,0
1450,45.0,Female,21,86.7,3,1,0,One Year,Bank Transfer,3.0,0.0,1681.9889912007593,0
1451,39.0,Female,11,77.72,4,1,0,One Year,Credit Card,3.0,3.0,843.5385369257598,1
1452,39.0,Male,40,54.86,3,1,1,Two Year,Bank Transfer,5.0,1.0,2140.0159061731165,0
1453,66.0,Male,11,35.93,3,1,0,Month-to-Month,Mailed Check,3.0,0.0,342.652365688736,0
1454,69.0,Female,36,80.5,4,1,0,Month-to-Month,Mailed Check,3.0,1.0,2871.717331295814,1
1455,59.0,Female,59,51.81,1,1,1,Month-to-Month,Mailed Check,5.0,0.0,3056.073014501342,0
1456,23.0,Male,39,106.64,2,0,1,One Year,Bank Transfer,4.0,1.0,4148.239406914666,0
1457,32.0,Female,54,119.33,4,1,1,Month-to-Month,Electronic Check,5.0,0.0,6390.61697451009,1
1458,45.0,Female,55,95.24,1,1,1,Two Year,Electronic Check,3.0,0.0,5274.284825922278,0
1459,54.0,Male,24,29.05,3,1,0,Month-to-Month,Mailed Check,4.0,1.0,652.0698006569755,1
1460,50.0,Female,22,48.87,2,0,1,One Year,Credit Card,1.0,2.0,1038.404687203694,0
1461,25.0,Female,69,30.91,2,1,1,Month-to-Month,Electronic Check,5.0,1.0,2147.0145892947257,0
1462,61.0,Male,56,85.05,3,1,0,Month-to-Month,Bank Transfer,5.0,0.0,4778.818428214638,0
1463,61.0,Male,33,96.52,4,1,1,Month-to-Month,Electronic Check,4.0,1.0,3154.575016943351,0
1464,22.0,Male,36,112.57,3,1,0,Month-to-Month,Mailed Check,1.0,2.0,3905.7118984950416,1
1465,56.0,Female,20,63.82,1,0,1,One Year,Credit Card,1.0,1.0,1232.1254556706076,0
1466,21.0,Male,62,110.14,3,1,0,Two Year,Electronic Check,4.0,1.0,6828.68,0
1467,23.0,Male,26,107.79,1,1,1,One Year,Electronic Check,2.0,2.0,2836.9704026845016,0
1468,62.0,Male,66,51.72,2,0,1,Two Year,Mailed Check,5.0,0.0,3409.5551671235776,0
1469,49.0,Male,40,106.89,2,1,1,Two Year,Credit Card,5.0,1.0,4251.65069764622,0
1470,69.0,Male,17,57.57,2,1,0,One Year,Credit Card,3.0,1.0,1093.3505502849662,0
1471,47.0,Male,1,49.69,2,0,1,Two Year,Mailed Check,4.0,1.0,31.065693924732276,0
1472,64.0,Female,61,84.91,4,1,1,One Year,Bank Transfer,3.0,2.0,5210.121634339555,0
1473,52.0,Female,43,52.84,3,1,1,Month-to-Month,Electronic Check,3.0,2.0,2205.3673952286554,0
1474,57.0,Male,42,83.02,2,1,1,One Year,Bank Transfer,1.0,1.0,3432.3316075395514,1
1475,69.0,Male,25,80.98,1,0,1,Month-to-Month,Electronic Check,5.0,0.0,2056.8662805731115,1
1476,33.0,Male,39,76.34,4,1,1,One Year,Electronic Check,3.0,2.0,3029.488063789269,0
1477,30.0,Female,35,58.04,4,1,0,One Year,Bank Transfer,1.0,0.0,2011.9141554903297,0
1478,67.0,Female,3,74.85,3,1,1,Month-to-Month,Mailed Check,4.0,0.0,132.11821541847394,0
1479,59.0,Female,44,79.65,1,1,0,Month-to-Month,Mailed Check,3.0,0.0,3496.222133029939,1
1480,47.0,Female,51,74.57,1,1,1,Two Year,Electronic Check,3.0,0.0,3812.540295038978,0
1481,36.0,Female,12,64.44,1,1,1,One Year,Mailed Check,3.0,0.0,778.2209019464412,0
1482,34.0,Female,19,21.47,1,1,1,Month-to-Month,Electronic Check,4.0,1.0,379.7605167519497,0
1483,36.0,Female,44,78.71,2,1,0,One Year,Mailed Check,3.0,0.0,3455.595794036953,0
1484,45.0,Female,59,36.84,4,1,1,One Year,Electronic Check,5.0,1.0,2136.071157785795,0
1485,43.0,Female,49,84.26,2,1,1,One Year,Mailed Check,1.0,0.0,4073.1480888131578,0
1486,54.0,Male,61,95.93,1,1,1,Two Year,Credit Card,5.0,0.0,5889.513426032341,0
1487,43.0,Male,17,70.04,1,1,1,One Year,Bank Transfer,1.0,0.0,1195.5699156701355,0
1488,40.0,Male,57,74.24,1,1,0,Month-to-Month,Credit Card,2.0,1.0,4224.145822068883,1
1489,26.0,Male,55,115.15,1,1,1,Two Year,Bank Transfer,5.0,3.0,6307.892612861392,0
1490,29.0,Female,47,104.72,1,1,1,Two Year,Bank Transfer,5.0,2.0,4912.831322173246,0
1491,18.0,Female,12,111.42,1,1,0,Month-to-Month,Electronic Check,4.0,1.0,1345.0558214393498,0
1492,18.0,Male,62,101.38,3,1,0,Month-to-Month,Bank Transfer,3.0,0.0,6371.994078790714,0
1493,64.0,Female,8,30.89,4,1,1,Month-to-Month,Credit Card,1.0,0.0,279.8468424913572,1
1494,51.0,Male,21,34.9,2,1,1,One Year,Credit Card,1.0,2.0,699.5845439025456,1
1495,49.0,Female,70,72.66,2,0,1,One Year,Mailed Check,4.0,1.0,5053.411812864715,0
1496,65.0,Male,25,44.61,3,0,1,One Year,Credit Card,4.0,1.0,1115.25,0
1497,42.0,Female,12,67.67,1,1,0,Two Year,Mailed Check,3.0,0.0,802.0139734373513,0
1498,57.0,Female,15,59.44,1,1,0,One Year,Bank Transfer,3.0,2.0,850.9774274879557,0
1499,62.0,Male,59,74.94,3,1,0,Month-to-Month,Credit Card,5.0,1.0,4445.201187249481,0
1500,18.0,Female,26,94.69,1,1,0,Month-to-Month,Bank Transfer,2.0,1.0,2329.7641872100976,1
